ID,Sample,Texapon SB 3 KC,Plantapon ACG 50,Plantapon LC 7,Plantacare 818,Plantacare 2000,Dehyton MC,Dehyton PK 45,Dehyton ML,Dehyton AB 30,Plantapon Amino SCG-L,Plantapon Amino KG-L,Dehyquart A-CA,Luviquat Excellence,Dehyquart CC6,Dehyquart CC7 Benz,Salcare Super 7,Arlypon F,Arlypon TT,Water,Sample Density
22,S22,5.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,5.0,81.0,1.011
23,S23,2.1,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,3.5,84.7,1.009
24,S24,6.6,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,4.7,79.0,1.014
25,S25,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,0.0,0.0,4.0,80.6,1.006
26,S26,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,6.6,5.6,0.0,0.0,0.0,0.0,3.6,78.4,1.005
27,S27,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,6.4,3.5,0.0,0.0,0.0,0.0,4.3,82.1,1.001
28,S28,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,5.7,4.7,0.0,0.0,0.0,0.0,5.6,81.6,1.001
29,S29,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,2.1,3.7,0.0,0.0,0.0,0.0,2.1,87.2,1.005
30,S30,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,6.8,4.6,0.0,0.0,0.0,0.0,4.4,77.8,1.004
31,S31,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,3.6,0.0,0.0,0.0,0.0,5.4,83.2,1.007
32,S32,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,4.9,0.0,0.0,0.0,0.0,2.6,83.6,1.012
33,S33,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.3,80.9,1.012
34,S34,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,5.5,0.0,0.0,0.0,0.0,2.3,78.3,1.017
35,S35,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,3.0,82.7,1.011
36,S36,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.8,83.3,1.011
37,S6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,2.3,0.0,3.4,0.0,0.0,0.0,0.0,5.9,82.9,1.005
38,S6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,2.3,0.0,3.4,0.0,0.0,0.0,0.0,5.9,82.9,1.005
39,S12,0.0,0.0,2.9,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,5.1,79.1,1.009
40,S12,0.0,0.0,2.9,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,5.1,79.1,1.009
41,S18,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,6.0,81.8,1.007
42,S18,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,6.0,81.8,1.007
43,S24,6.6,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,4.7,79.0,1.014
44,S24,6.6,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,4.7,79.0,1.014
45,S30,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,6.8,4.6,0.0,0.0,0.0,0.0,4.4,77.8,1.004
46,S30,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,6.8,4.6,0.0,0.0,0.0,0.0,4.4,77.8,1.004
47,S36,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.8,83.3,1.011
48,S36,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.8,83.3,1.011
