ID,Sample,Texapon SB 3 KC,Plantapon ACG 50,Plantapon LC 7,Plantacare 818,Plantacare 2000,Dehyton MC,Dehyton PK 45,Dehyton ML,Dehyton AB 30,Plantapon Amino SCG-L,Plantapon Amino KG-L,Dehyquart A-CA,Luviquat Excellence,Dehyquart CC6,Dehyquart CC7 Benz,Salcare Super 7,Arlypon F,Arlypon TT,Water,Sample Density
19,S19,2.5,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0,0,0,0,3.7,88.5,1.005
20,S20,4.7,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0,0,0,0,3.2,83.8,1.011
21,S21,2.3,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0,0,0,0,2.8,86.1,1.009
22,S22,5.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0,0,0,0,5.0,81.0,1.011
23,S23,2.1,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0,0,0,0,3.5,84.7,1.009
24,S24,6.6,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0,0,0,0,4.7,79.0,1.014
25,S25,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,3.8,3.8,0,0,0,0,4.0,80.6,1.006
26,S26,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,6.6,5.6,0,0,0,0,3.6,78.4,1.005
27,S27,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,6.4,3.5,0,0,0,0,4.3,82.1,1.001
28,S28,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,5.7,4.7,0,0,0,0,5.6,81.6,1.001
29,S29,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,2.1,3.7,0,0,0,0,2.1,87.2,1.005
30,S30,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,6.8,4.6,0,0,0,0,4.4,77.8,1.004
31,S31,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,3.6,0,0,0,0,5.4,83.2,1.007
32,S32,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,4.9,0,0,0,0,2.6,83.6,1.012
33,S33,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,5.0,0,0,0,0,3.3,80.9,1.012
34,S34,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,5.5,0,0,0,0,2.3,78.3,1.017
35,S35,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.8,0,0,0,0,3.0,82.7,1.011
36,S36,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,3.0,0,0,0,0,3.8,83.3,1.011
37,S37,0.0,0.0,0.0,1.1,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,4,0.0,69.0,1.02
38,S38,0.0,0.0,0.0,17.2,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,5,0.0,69.0,1.017
39,S39,0.0,0.0,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,4.0,0,0,0,7,0.0,68.0,1.013
40,S40,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0,4,0,3,0.0,80.0,1.009
41,S41,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0,5,0,1,0.0,74.0,1.006
42,S42,4.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,5,0.0,68.0,1.018
43,S43,9.3,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,1.3,0,0,0,0,3.2,75.7,1.018
44,S44,8.7,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,2.0,0,0,0,0,3.6,77.5,1.016
45,S45,12.3,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1.9,74.5,1.021
46,S46,12.5,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,1.6,0,0,0,0,4.5,68.6,1.024
47,S47,9.9,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,1.3,0,0,0,0,3.8,75.6,1.018
48,S48,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,1.7,0,0,0,0,4.9,74.1,1.018
49,S49,0.0,12.1,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,2.3,71.3,1.027
50,S50,0.0,12.9,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0,0,0,0,4.3,70.9,1.025
51,S51,0.0,8.9,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0,0,0,0,1.4,75.8,1.022
52,S52,0.0,11.3,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0,0,0,0,1.1,76.2,1.023
53,S53,0.0,10.1,0.0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0,0,3.0,71.5,1.025
54,S54,0.0,8.7,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0,0,0,0,4.1,72.0,1.023
55,S55,0.0,0.0,9.7,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0,0,0,0,1.9,73.6,1.019
56,S56,0.0,0.0,10.6,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0,0,0,0,4.2,72.2,1.017
57,S57,0.0,0.0,11.4,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0,0,0,0,4.7,71.3,1.017
58,S58,0.0,0.0,9.2,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0,0,0,0,1.5,77.9,1.015
59,S59,0.0,0.0,12.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,3.5,72.3,1.017
60,S60,0.0,0.0,9.5,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0,0,0,0,5.0,74.0,1.014
61,S61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,8.4,0.0,1.1,0,0,0,0,2.7,78.9,1.005
62,S62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,10.2,0.0,1.2,0,0,0,0,2.2,75.1,1.007
63,S63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,8.3,0.0,1.6,0,0,0,0,1.8,77.4,1.007
64,S64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,10.5,0.0,1.1,0,0,0,0,4.0,72.5,1.007
65,S65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,8.1,0.0,2.6,0,0,0,0,2.5,76.7,1.008
66,S66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,11.8,0.0,2.2,0,0,0,0,3.7,71.5,1.008
67,S67,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.9,0,0,0,0,3.0,72.8,1.007
68,S68,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,2.8,0,0,0,0,2.6,71.6,1.006
69,S69,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1.8,0,0,0,0,3.3,73.8,1.003
70,S70,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,2.4,0,0,0,0,4.6,73.6,1.002
71,S71,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,1.8,0,0,0,0,1.1,78.6,1.006
72,S72,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.3,0,0,0,0,3.4,70.6,1.005
73,S73,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,10.2,0.0,0.0,0.0,1.8,0,0,0,0,4.4,74.6,1.007
74,S74,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,8.5,0.0,0.0,0.0,2.4,0,0,0,0,1.6,75.9,1.01
75,S75,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,10.7,0.0,0.0,0.0,2.5,0,0,0,0,2.3,73.6,1.01
76,S76,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,11.5,0.0,0.0,0.0,2.7,0,0,0,0,1.3,71.8,1.012
77,S77,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,9.6,0.0,0.0,0.0,2.9,0,0,0,0,2.0,75.4,1.01
78,S78,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,8.6,0.0,0.0,0.0,1.5,0,0,0,0,2.8,74.8,1.009
