ID,Sample,Texapon SB 3 KC,Plantapon ACG 50,Plantapon LC 7,Plantacare 818,Plantacare 2000,Dehyton MC,Dehyton PK 45,Dehyton ML,Dehyton AB 30,Plantapon Amino SCG-L,Plantapon Amino KG-L,Dehyquart A-CA,Luviquat Excellence,Dehyquart CC6,Dehyquart CC7 Benz,Salcare Super 7,Arlypon F,Arlypon TT,Water,Sample Density
120,120,0,0,0,0,13.32,0,0,0,0,0,0,8.28,2.67,0,0,0,0,4.34,71.39,1.01
121,121,0,0,0,0,0,0,0,0,11.24,0,12.9,0,2.89,0,0,0,0,1.08,71.89,1.01
122,122,0,0,0,0,0,0,10.81,12.25,0,0,0,0,2.95,0,0,0,0,2.97,71.02,1.02
123,123,0,0,0,0,0,0,12.54,11.21,0,0,0,0,1.63,0,0,0,0,1.03,73.6,1.02
124,124,0,0,0,12.73,0,0,0,0,12.89,0,0,0,1.08,0,0,0,0,2.08,71.21,1.02
125,125,0,0,0,0,0,0,0,0,10.24,0,0,10.65,1.18,0,0,0,0,4.94,72.99,1
126,126,0,0,0,0,0,0,12.79,0,0,0,0,9,2.25,0,0,0,0,4.92,71.03,1
127,127,0,0,0,0,0,0,9.96,0,12.43,0,0,0,1.02,0,0,0,0,3.53,73.06,1.01
128,128,0,12.96,0,0,0,0,0,12.19,0,0,0,0,1.57,0,0,0,0,4.41,68.87,1.03
129,129,0,0,0,0,0,8.31,0,0,0,0,0,10.96,2.92,0,0,0,0,1.15,76.65,1
130,130,0,0,0,0,0,0,0,0,0,0,12.29,12.5,2.36,0,0,0,0,1.12,71.73,1
131,131,0,0,0,0,0,0,11.05,0,0,0,0,12.98,1.57,0,0,0,0,1.79,72.62,1
132,132,0,0,0,0,0,0,0,12.87,0,0,0,12.8,3,0,0,0,0,4.18,67.16,1
133,133,0,0,0,0,0,9.84,11.69,0,0,0,0,0,2.28,0,0,0,0,2.44,73.76,1.02
134,134,0,0,0,0,0,0,0,0,0,8.18,0,12.99,2.83,0,0,0,0,2.93,73.06,1
135,135,0,0,0,0,0,0,0,12.76,0,0,10.01,0,1.73,0,0,0,0,1.37,74.13,1.01
136,136,0,0,0,0,0,0,0,11.37,0,0,0,12.28,1.37,0,0,0,0,2.2,73.98,1
137,137,0,0,0,0,12.66,0,12.08,0,0,0,0,0,2.05,0,0,0,0,1.51,71.71,1.02
138,138,10.97,0,0,0,0,11.48,0,0,0,0,0,0,1.08,0,0,0,0,1.6,74.87,1.02
139,139,0,0,0,0,0,0,0,0,12.6,0,9.31,0,1.94,0,0,0,0,2.43,73.72,1.01
140,140,0,0,0,11.93,0,10.79,0,0,0,0,0,0,2.98,0,0,0,0,1.76,72.53,1.02
141,141,0,0,0,0,0,0,9.51,0,0,0,0,12.07,2.35,0,0,0,0,3.64,72.43,1
142,142,0,0,0,10.8,10.6,0,0,0,0,0,0,0,1.98,0,0,0,0,1.06,75.55,1.02
143,143,0,11.15,0,0,0,0,0,12.81,0,0,0,0,1.25,0,0,0,0,3.11,71.68,1.02
144,144,0,0,0,0,0,10.6,0,12.75,0,0,0,0,2.2,0,0,0,0,2.03,72.42,1.02
